,Language,Query,GitHubUrl,code,relevance
1868,Python,custom http error response,https://github.com/googleapis/google-cloud-python/blob/85e80125a59cb10f8cb105f25ecc099e4b940b50/storage/google/cloud/storage/blob.py#L2017-L2034,"def _raise_from_invalid_response(error): """"""Re-wrap and raise an ``InvalidResponse`` exception. :type error: :exc:`google.resumable_media.InvalidResponse` :param error: A caught exception from the ``google-resumable-media`` library. :raises: :class:`~google.cloud.exceptions.GoogleCloudError` corresponding to the failed status code """""" response = error.response error_message = str(error) message = u""{method} {url}: {error}"".format( method=response.request.method, url=response.request.url, error=error_message ) raise exceptions.from_http_status(response.status_code, message, response=response)",1
140,Python,create cookie,https://github.com/hubo1016/vlcp/blob/239055229ec93a99cc7e15208075724ccf543bd1/vlcp/utils/http.py#L175-L196,"def setcookie(self, key, value, max_age=None, expires=None, path='/', domain=None, secure=None, httponly=False): """""" Add a new cookie """""" newcookie = Morsel() newcookie.key = key newcookie.value = value newcookie.coded_value = value if max_age is not None: newcookie['max-age'] = max_age if expires is not None: newcookie['expires'] = expires if path is not None: newcookie['path'] = path if domain is not None: newcookie['domain'] = domain if secure: newcookie['secure'] = secure if httponly: newcookie['httponly'] = httponly self.sent_cookies = [c for c in self.sent_cookies if c.key != key] self.sent_cookies.append(newcookie) def bufferoutput(self):",3
336,Python,create cookie,https://github.com/pgjones/quart/blob/7cb2d3bd98e8746025764f2b933abc12041fa175/quart/utils.py#L29-L59,"def create_cookie( key: str, value: str='', max_age: Optional[Union[int, timedelta]]=None, expires: Optional[Union[int, float, datetime]]=None, path: str='/', domain: Optional[str]=None, secure: bool=False, httponly: bool=False, ) -> SimpleCookie: """"""Create a Cookie given the options set The arguments are the standard cookie morsels and this is a wrapper around the stdlib SimpleCookie code. """""" cookie = SimpleCookie() cookie[key] = value cookie[key]['path'] = path cookie[key]['httponly'] = httponly # type: ignore cookie[key]['secure'] = secure # type: ignore if isinstance(max_age, timedelta): cookie[key]['max-age'] = f""{max_age.total_seconds():d}"" if isinstance(max_age, int): cookie[key]['max-age'] = str(max_age) if expires is not None and isinstance(expires, (int, float)): cookie[key]['expires'] = format_date_time(int(expires)) elif expires is not None and isinstance(expires, datetime): cookie[key]['expires'] = format_date_time(expires.replace(tzinfo=timezone.utc).timestamp()) if domain is not None: cookie[key]['domain'] = domain return cookie",3
509,Python,create cookie,https://github.com/IdentityPython/oidcendpoint/blob/6c1d729d51bfb6332816117fe476073df7a1d823/src/oidcendpoint/cookie.py#L299-L342,"def create_cookie(self, value, typ, cookie_name=None, ttl=-1, kill=False): """""" :param value: Part of the cookie payload :param typ: Type of cookie :param cookie_name: :param ttl: Number of minutes before this cookie goes stale :param kill: Whether the the cookie should expire on arrival :return: A tuple to be added to headers """""" if kill: ttl = -1 elif ttl < 0: ttl = self.default_value['max_age'] if cookie_name is None: cookie_name = self.default_value['name'] c_args = {} srvdomain = self.default_value['domain'] if srvdomain and srvdomain not in ['localhost', '127.0.0.1', '0.0.0.0']: c_args['domain'] = srvdomain srvpath = self.default_value['path'] if srvpath: c_args['path'] = srvpath # now timestamp = str(int(time.time())) # create cookie payload try: cookie_payload = ""::"".join([value, timestamp, typ]) except TypeError: cookie_payload = ""::"".join([value[0], timestamp, typ]) cookie = make_cookie( cookie_name, cookie_payload, self.sign_key, timestamp=timestamp, enc_key=self.enc_key, max_age=ttl, sign_alg=self.sign_alg, **c_args) return cookie",3
578,Python,create cookie,https://github.com/decryptus/httpdis/blob/5d198cdc5558f416634602689b3df2c8aeb34984/httpdis/httpdis.py#L760-L769,"def set_cookie(self, name, value = '', expires = 0, path = '/', domain = '', secure = False, http_only = False): cook = Cookie.SimpleCookie() cook[name] = value cook[name]['expires'] = expires cook[name]['path'] = path cook[name]['domain'] = domain cook[name]['secure'] = secure cook[name]['httponly'] = http_only self.send_header('Set-Cookie', cook.output(header = ''))",3
911,Python,create cookie,https://github.com/pypa/pipenv/blob/cae8d76c210b9777e90aab76e9c4b0e53bb19cde/pipenv/vendor/requests/cookies.py#L441-L474,"def create_cookie(name, value, **kwargs): """"""Make a cookie from underspecified parameters. By default, the pair of `name` and `value` will be set for the domain '' and sent on every request (this is sometimes called a ""supercookie""). """""" result = { 'version': 0, 'name': name, 'value': value, 'port': None, 'domain': '', 'path': '/', 'secure': False, 'expires': None, 'discard': True, 'comment': None, 'comment_url': None, 'rest': {'HttpOnly': None}, 'rfc2109': False, } badargs = set(kwargs) - set(result) if badargs: err = 'create_cookie() got unexpected keyword arguments: %s' raise TypeError(err % list(badargs)) result.update(kwargs) result['port_specified'] = bool(result['port']) result['domain_specified'] = bool(result['domain']) result['domain_initial_dot'] = result['domain'].startswith('.') result['path_specified'] = bool(result['path']) return cookielib.Cookie(**result)",3
1518,Python,create cookie,https://github.com/wecatch/app-turbo/blob/75faf97371a9a138c53f92168d0a486636cb8a9c/turbo/session.py#L185-L193,"def _set_cookie(self, name, value): cookie_domain = self._config.cookie_domain cookie_path = self._config.cookie_path cookie_expires = self._config.cookie_expires if self._config.secure: return self.handler.set_secure_cookie( name, value, expires_days=cookie_expires / (3600 * 24), domain=cookie_domain, path=cookie_path) else: return self.handler.set_cookie(name, value, expires=cookie_expires, domain=cookie_domain, path=cookie_path)",3
1780,Python,create cookie,https://github.com/pyGrowler/Growler/blob/90c923ff204f28b86a01d741224987a22f69540f/growler/middleware/cookieparser.py#L34-L56,"def __call__(self, req, res): """""" Parses cookies of the header request (using the 'cookie' header key) and adds a callback to the 'on_headerstrings' response event. """""" # Do not clobber cookies if hasattr(req, 'cookies'): return # Create an empty cookie state req.cookies, res.cookies = SimpleCookie(), SimpleCookie() log.info(""{:d} built with {}"", id(self), json.dumps(self.opts)) # If the request had a cookie, load it! req.cookies.load(req.headers.get('COOKIE', '')) def _gen_cookie(): if res.cookies: cookie_string = res.cookies.output(header='', sep=res.EOL) return cookie_string res.headers['Set-Cookie'] = _gen_cookie",3
1985,Python,create cookie,https://github.com/lorien/grab/blob/8b301db2a08c830245b61c589e58af6234f4db79/grab/cookie.py#L118-L152,"def create_cookie(name, value, domain, httponly=None, **kwargs): """"""Creates `cookielib.Cookie` instance"""""" if domain == 'localhost': domain = '' config = dict( name=name, value=value, version=0, port=None, domain=domain, path='/', secure=False, expires=None, discard=True, comment=None, comment_url=None, rfc2109=False, rest={'HttpOnly': httponly}, ) for key in kwargs: if key not in config: raise GrabMisuseError('Function `create_cookie` does not accept ' '`%s` argument' % key) config.update(**kwargs) config['rest']['HttpOnly'] = httponly config['port_specified'] = bool(config['port']) config['domain_specified'] = bool(config['domain']) config['domain_initial_dot'] = (config['domain'] or '').startswith('.') config['path_specified'] = bool(config['path']) return Cookie(**config)",3
411,Python,create cookie,https://github.com/IdentityPython/oidcendpoint/blob/6c1d729d51bfb6332816117fe476073df7a1d823/src/oidcendpoint/cookie.py#L369-L404,"def append_cookie(self, cookie, name, payload, typ, domain=None, path=None, timestamp="""", max_age=0): """""" Adds a cookie to a SimpleCookie instance :param cookie: :param name: :param payload: :param typ: :param domain: :param path: :param timestamp: :param max_age: :return: """""" timestamp = str(int(time.time())) # create cookie payload try: _payload = ""::"".join([payload, timestamp, typ]) except TypeError: _payload = ""::"".join([payload[0], timestamp, typ]) content = make_cookie_content(name, _payload, self.sign_key, domain=domain, path=path, timestamp=timestamp, enc_key=self.enc_key, max_age=max_age, sign_alg=self.sign_alg) for name, args in content.items(): cookie[name] = args['value'] for key, value in args.items(): if key == 'value': continue cookie[name][key] = value return cookie",2
1531,Python,create cookie,https://github.com/UCL-INGI/INGInious/blob/cbda9a9c7f2b8e8eb1e6d7d51f0d18092086300c/inginious/frontend/cookieless_app.py#L231-L237,"def _setcookie(self, session_id, expires='', **kw): cookie_name = self._config.cookie_name cookie_domain = self._config.cookie_domain cookie_path = self._config.cookie_path httponly = self._config.httponly secure = self._config.secure web.setcookie(cookie_name, session_id, expires=expires, domain=cookie_domain, httponly=httponly, secure=secure, path=cookie_path)",2
95,Python,copying a file to a path,https://github.com/galaxyproject/pulsar/blob/9ab6683802884324652da0a9f0808c7eb59d3ab4/pulsar/client/client.py#L392-L395,"def _copy(from_path, to_path): message = ""Copying path [%s] to [%s]"" log.debug(message, from_path, to_path) copy(from_path, to_path)",3
97,Python,copying a file to a path,https://github.com/divio/django-filer/blob/946629087943d41eff290f07bfdf240b8853dd88/filer/admin/folderadmin.py#L1028-L1045,"def _copy_file(self, file_obj, destination, suffix, overwrite): if overwrite: # Not yet implemented as we have to find a portable (for different storage backends) way to overwrite files raise NotImplementedError # We are assuming here that we are operating on an already saved database objects with current database state available filename = self._generate_new_filename(file_obj.file.name, suffix) # Due to how inheritance works, we have to set both pk and id to None file_obj.pk = None file_obj.id = None file_obj.save() file_obj.folder = destination file_obj._file_data_changed_hint = False # no need to update size, sha1, etc. file_obj.file = file_obj._copy_file(filename) file_obj.original_filename = self._generate_new_filename(file_obj.original_filename, suffix) file_obj.save()",3
103,Python,copying a file to a path,https://github.com/frictionlessdata/datapackage-pipelines/blob/3a34bbdf042d13c3bec5eef46ff360ee41403874/datapackage_pipelines/lib/dump/to_path.py#L16-L25,"def write_file_to_output(self, filename, path): path = os.path.join(self.out_path, path) # Avoid rewriting existing files if self.add_filehash_to_path and os.path.exists(path): return path_part = os.path.dirname(path) PathDumper.__makedirs(path_part) shutil.copy(filename, path) os.chmod(path, 0o666) return path",3
396,Python,copying a file to a path,https://github.com/klen/starter/blob/24a65c10d4ac5a9ca8fc1d8b3d54b3fb13603f5f/starter/core.py#L52-L58,"def copy_file(self, from_path, to_path): """""" Copy file. """""" if not op.exists(op.dirname(to_path)): self.make_directory(op.dirname(to_path)) shutil.copy(from_path, to_path) logging.debug('File copied: {0}'.format(to_path))",3
522,Python,copying a file to a path,https://github.com/OLC-Bioinformatics/sipprverse/blob/d4f10cdf8e1a39dac0953db61c21c97efc6006de/cgecore/utility.py#L534-L574,"def copy_file(src, dst, ignore=None): """""" this function will simply copy the file from the source path to the dest path given as input """""" # Sanity checkpoint src = re.sub('[^\w/\-\.\*]', '', src) dst = re.sub('[^\w/\-\.\*]', '', dst) if len(re.sub('[\W]', '', src)) < 5 or len(re.sub('[\W]', '', dst)) < 5: debug.log(""Error: Copying file failed. Provided paths are invalid! src='%s' dst='%s'""%(src, dst)) else: # Check destination check = False if dst[-1] == '/': if os.path.exists(dst): check = True # Valid Dir else: debug.log(""Error: Copying file failed. Destination directory does not exist (%s)""%(dst)) #DEBUG elif os.path.exists(dst): if os.path.isdir(dst): check = True # Valid Dir dst += '/' # Add missing slash else: debug.log(""Error: Copying file failed. %s exists!""%dst) elif os.path.exists(os.path.dirname(dst)): check = True # Valid file path else: debug.log(""Error: Copying file failed. %s is an invalid distination!""%dst) if check: # Check source files = glob.glob(src) if ignore is not None: files = [fil for fil in files if not ignore in fil] if len(files) != 0: debug.log(""Copying File(s)..."", ""Copy from %s""%src, ""to %s""%dst) #DEBUG for file_ in files: # Check file exists if os.path.isfile(file_): debug.log(""Copying file: %s""%file_) #DEBUG shutil.copy(file_, dst) else: debug.log(""Error: Copying file failed. %s is not a regular file!""%file_) #DEBUG else: debug.log(""Error: Copying file failed. No files were found! (%s)""%src) #DEBUG",3
410,Python,copying a file to a path,https://github.com/RedHatInsights/insights-core/blob/b57cbf8ed7c089672426ede0441e0a4f789ef4a1/insights/client/archive.py#L93-L104,"def copy_dir(self, path): """""" Recursively copy directory """""" for directory in path: if os.path.isdir(path): full_path = os.path.join(self.archive_dir, directory.lstrip('/')) logger.debug(""Copying %s to %s"", directory, full_path) shutil.copytree(directory, full_path) else: logger.debug(""Not a directory: %s"", directory) return path",2
561,Python,copying a file to a path,https://github.com/Neurita/boyle/blob/2dae7199849395a209c887d5f30506e1de8a9ad9/scripts/filetree.py#L20-L72,"def copy(configfile='', destpath='', overwrite=False, sub_node=''): """"""Copies the files in the built file tree map to despath. :param configfile: string Path to the FileTreeMap config file :param destpath: string Path to the files destination :param overwrite: bool Overwrite files if they already exist. :param sub_node: string Tree map configuration sub path. Will copy only the contents within this sub-node """""" log.info('Running {0} {1} {2}'.format(os.path.basename(__file__), whoami(), locals())) assert(os.path.isfile(configfile)) if os.path.exists(destpath): if os.listdir(destpath): raise FolderAlreadyExists('Folder {0} already exists. Please clean ' 'it or change destpath.'.format(destpath)) else: log.info('Creating folder {0}'.format(destpath)) path(destpath).makedirs_p() from boyle.files.file_tree_map import FileTreeMap file_map = FileTreeMap() try: file_map.from_config_file(configfile) except Exception as e: raise FileTreeMapError(str(e)) if sub_node: sub_map = file_map.get_node(sub_node) if not sub_map: raise FileTreeMapError('Could not find sub node ' '{0}'.format(sub_node)) file_map._filetree = {} file_map._filetree[sub_node] = sub_map try: file_map.copy_to(destpath, overwrite=overwrite) except Exception as e: raise FileTreeMapError(str(e))",2
843,Python,copying a file to a path,https://github.com/joelfrederico/SciSalt/blob/7bf57c49c7dde0a8b0aa337fbd2fbd527ce7a67f/scisalt/facettools/print2elog.py#L13-L23,"def _copy_file(filepath, fulltime): if filepath is None: filepath_out = '' else: filename = _os.path.basename(filepath) root, ext = _os.path.splitext(filename) filepath_out = fulltime + ext copypath = _os.path.join(basedir, filepath_out) _shutil.copyfile(filepath, copypath) return filepath_out",2
1200,Python,copying a file to a path,https://github.com/tjguk/winshell/blob/1509d211ab3403dd1cff6113e4e13462d6dec35b/winshell.py#L266-L294,"def copy_file( source_path, target_path, allow_undo=True, no_confirm=False, rename_on_collision=True, silent=False, extra_flags=0, hWnd=None ): """"""Perform a shell-based file copy. Copying in this way allows the possibility of undo, auto-renaming, and showing the ""flying file"" animation during the copy. The default options allow for undo, don't automatically clobber on a name clash, automatically rename on collision and display the animation. """""" return _file_operation( shellcon.FO_COPY, source_path, target_path, allow_undo, no_confirm, rename_on_collision, silent, extra_flags, hWnd )",2
235,Python,copying a file to a path,https://github.com/dsoprea/PathManifest/blob/0f5cfd4925a61cc0eac150ff354200392d07ec74/pm/manifest.py#L239-L271,"def __inject_files_to_staging(self, rel_filepaths, temp_path): patch_files = {} for rel_filepath in rel_filepaths: from_filepath = os.path.join(self.__root_path, rel_filepath) to_filepath = os.path.join(temp_path, rel_filepath) _LOGGER.debug(""Copying file to patch path: [%s] => [%s]"", from_filepath, to_filepath) to_path = os.path.dirname(to_filepath) if os.path.exists(to_path) is False: os.makedirs(to_path) with open(from_filepath, 'rb') as f: with open(to_filepath, 'wb') as g: shutil.copyfileobj(f, g) s = os.stat(from_filepath) mtime_epoch = int(s.st_mtime) filesize_b = s.st_size # Set patch mtime. os.utime(to_filepath, (mtime_epoch, mtime_epoch)) hash_ = self.__get_md5_for_rel_filepath(rel_filepath) patch_files[rel_filepath] = { 'mtime_epoch': mtime_epoch, 'filesize_b': filesize_b, 'hash_md5': hash_, } return patch_files",1
66,Python,copy to clipboard,https://github.com/ctuning/ck/blob/7e009814e975f8742790d3106340088a46223714/ck/kernel.py#L1770-L1830,"def copy_to_clipboard(i): # pragma: no cover """""" Input: { string - string to copy Output: { return - return code = 0, if successful > 0, if error (error) - error text if return > 0 } """""" s=i['string'] failed=False ee='' # Try to load pyperclip (seems to work fine on Windows) try: import pyperclip except Exception as e: ee=format(e) failed=True pass if not failed: pyperclip.copy(s) else: failed=False # Try to load Tkinter try: from Tkinter import Tk except ImportError as e: ee=format(e) failed=True pass if failed: failed=False try: from tkinter import Tk except ImportError as e: ee=format(e) failed=True pass if failed: return {'return':1, 'error':'none of pyperclip/Tkinter/tkinter packages is installed'} # Copy to clipboard try: r = Tk() r.withdraw() r.clipboard_clear() r.clipboard_append(s) r.destroy() except Exception as e: return {'return':1, 'error':'problem copying string to clipboard ('+format(e)+')'} return {'return':0}",3
302,Python,copy to clipboard,https://github.com/zeekay/soundcloud-cli/blob/8a83013683e1acf32f093239bbb6d3c02bc50b37/soundcloud_cli/utils.py#L7-L23,"def copy_to_clipboard(text): # reliable on mac if sys.platform == 'darwin': os.system('echo ""{0}"" | pbcopy'.format(text)) return # okay we'll try cross-platform way try: from Tkinter import Tk except ImportError: return r = Tk() r.withdraw() r.clipboard_clear() r.clipboard_append(text.encode('ascii')) r.destroy()",3
468,Python,copy to clipboard,https://github.com/spyder-ide/spyder/blob/f76836ce1b924bcc4efd3f74f2960d26a4e528e0/spyder/plugins/variableexplorer/widgets/collectionseditor.py#L1242-L1252,"def paste(self): """"""Import text/data/code from clipboard"""""" clipboard = QApplication.clipboard() cliptext = '' if clipboard.mimeData().hasText(): cliptext = to_text_string(clipboard.text()) if cliptext.strip(): self.import_from_string(cliptext, title=_(""Import from clipboard"")) else: QMessageBox.warning(self, _( ""Empty clipboard""), _(""Nothing to be imported from clipboard.""))",3
785,Python,copy to clipboard,https://github.com/bitesofcode/projexui/blob/f18a73bec84df90b034ca69b9deea118dbedfc4d/projexui/widgets/xfilepathedit.py#L136-L142,"def copyFilepath( self ): """""" Copies the current filepath contents to the current clipboard. """""" clipboard = QApplication.instance().clipboard() clipboard.setText(self.filepath()) clipboard.setText(self.filepath(), clipboard.Selection)",3
1109,Python,copy to clipboard,https://github.com/jedie/DragonPy/blob/6659e5b5133aab26979a498ee7453495773a4f6c/dragonpy/components/periphery.py#L163-L168,"def copy_to_clipboard(self, event): log.critical(""Copy to clipboard"") text = self.text.get(""1.0"", tkinter.END) print(text) self.root.clipboard_clear() self.root.clipboard_append(text)",3
1566,Python,copy to clipboard,https://github.com/Guake/guake/blob/4153ef38f9044cbed6494075fce80acd5809df2b/guake/terminal.py#L136-L141,"def copy_clipboard(self): if self.get_has_selection(): super(GuakeTerminal, self).copy_clipboard() elif self.matched_value: guake_clipboard = Gtk.Clipboard.get_default(self.guake.window.get_display()) guake_clipboard.set_text(self.matched_value, len(self.matched_value))",3
1742,Python,copy to clipboard,https://github.com/devassistant/devassistant/blob/2dbfeaa666a64127263664d18969c55d19ecc83e/devassistant/gui/gui_helper.py#L466-L473,"def create_clipboard(self, text, selection=Gdk.SELECTION_CLIPBOARD): """""" Function creates a clipboard """""" clipboard = Gtk.Clipboard.get(selection) clipboard.set_text('\n'.join(text), -1) clipboard.store() return clipboard",3
709,Python,copy to clipboard,https://github.com/nerdvegas/rez/blob/1d3b846d53b5b5404edfe8ddb9083f9ceec8c5e7/src/rezgui/windows/ContextSubWindow.py#L103-L108,"def copy_request_to_clipboard(self): txt = "" "".join(self.context_model.request) clipboard = app.clipboard() clipboard.setText(txt) with app.status(""Copied request to clipboard""): pass",2
1151,Python,copy to clipboard,https://github.com/spyder-ide/spyder/blob/f76836ce1b924bcc4efd3f74f2960d26a4e528e0/spyder/plugins/variableexplorer/widgets/arrayeditor.py#L526-L530,"def copy(self): """"""Copy text to clipboard"""""" cliptxt = self._sel_to_text( self.selectedIndexes() ) clipboard = QApplication.clipboard() clipboard.setText(cliptxt)",1
69,Python,converting uint8 array to image,https://github.com/dade-ai/snipy/blob/408520867179f99b3158b57520e2619f3fecd69b/snipy/img/imageutil.py#L479-L482,def _convert_uint8(im): if im.dtype != np.uint8: im = np.uint8(im * 255) return im,3
1099,Python,converting uint8 array to image,https://github.com/pyviz/holoviews/blob/ae0dd2f3de448b0ca5e9065aabd6ef8d84c7e655/holoviews/operation/datashader.py#L1058-L1069,"def uint8_to_uint32(self, element): img = np.dstack([element.dimension_values(d, flat=False) for d in element.vdims]) if img.shape[2] == 3: # alpha channel not included alpha = np.ones(img.shape[:2]) if img.dtype.name == 'uint8': alpha = (alpha*255).astype('uint8') img = np.dstack([img, alpha]) if img.dtype.name != 'uint8': img = (img*255).astype(np.uint8) N, M, _ = img.shape return img.view(dtype=np.uint32).reshape((N, M))",3
1991,Python,converting uint8 array to image,https://github.com/radjkarl/imgProcessor/blob/7c5a28718f81c01a430152c60a686ac50afbfd7c/imgProcessor/transformations.py#L11-L75,"def toUIntArray(img, dtype=None, cutNegative=True, cutHigh=True, range=None, copy=True): ''' transform a float to an unsigned integer array of a fitting dtype adds an offset, to get rid of negative values range = (min, max) - scale values between given range cutNegative - all values <0 will be set to 0 cutHigh - set to False to rather scale values to fit ''' mn, mx = None, None if range is not None: mn, mx = range if dtype is None: if mx is None: mx = np.nanmax(img) dtype = np.uint16 if mx > 255 else np.uint8 dtype = np.dtype(dtype) if dtype == img.dtype: return img # get max px value: b = {'uint8': 255, 'uint16': 65535, 'uint32': 4294967295, 'uint64': 18446744073709551615}[dtype.name] if copy: img = img.copy() if range is not None: img = np.asfarray(img) img -= mn # img[img<0]=0 # print np.nanmin(img), np.nanmax(img), mn, mx, range, b img *= b / (mx - mn) # print np.nanmin(img), np.nanmax(img), mn, mx, range, b img = np.clip(img, 0, b) else: if cutNegative: img[img < 0] = 0 else: # add an offset to all values: mn = np.min(img) if mn < 0: img -= mn # set minimum to 0 if cutHigh: #ind = img > b img[img > b] = b else: # scale values mx = np.nanmax(img) img = np.asfarray(img) * (float(b) / mx) img = img.astype(dtype) # if range is not None and cutHigh: # img[ind] = b return img",3
531,Python,converting uint8 array to image,https://github.com/BerkeleyAutomation/perception/blob/03d9b37dd6b66896cdfe173905c9413c8c3c5df6/perception/image.py#L252-L291,"def from_array(x, frame='unspecified'): """""" Converts an array of data to an Image based on the values in the array and the data format. """""" if not Image.can_convert(x): raise ValueError('Cannot convert array to an Image!') dtype = x.dtype height = x.shape[0] width = x.shape[1] channels = 1 if len(x.shape) == 3: channels = x.shape[2] if dtype == np.uint8: if channels == 1: if np.any((x % BINARY_IM_MAX_VAL) > 0): return GrayscaleImage(x, frame) return BinaryImage(x, frame) elif channels == 3: return ColorImage(x, frame) else: raise ValueError( 'No available image conversion for uint8 array with 2 channels') elif dtype == np.uint16: if channels != 1: raise ValueError( 'No available image conversion for uint16 array with 2 or 3 channels') return GrayscaleImage(x, frame) elif dtype == np.float32 or dtype == np.float64: if channels == 1: return DepthImage(x, frame) elif channels == 2: return GdImage(x, frame) elif channels == 3: logging.warning('Converting float array to uint8') return ColorImage(x.astype(np.uint8), frame) return RgbdImage(x, frame) else: raise ValueError( 'Conversion for dtype %s not supported!' % (str(dtype)))",2
810,Python,converting uint8 array to image,https://github.com/aleju/imgaug/blob/786be74aa855513840113ea523c5df495dc6a8af/imgaug/augmentables/heatmaps.py#L392-L406,"def to_uint8(self): """""" Convert this heatmaps object to a 0-to-255 array. Returns ------- arr_uint8 : (H,W,C) ndarray Heatmap as a 0-to-255 array (dtype is uint8). """""" # TODO this always returns (H,W,C), even if input ndarray was originall (H,W) # does it make sense here to also return (H,W) if self.arr_was_2d? arr_0to255 = np.clip(np.round(self.arr_0to1 * 255), 0, 255) arr_uint8 = arr_0to255.astype(np.uint8) return arr_uint8",2
1104,Python,converting uint8 array to image,https://github.com/wandb/client/blob/7d08954ed5674fee223cd85ed0d8518fe47266b2/wandb/data_types.py#L727-L746,"def to_uint8(self, data): """""" Converts floating point image on the range [0,1] and integer images on the range [0,255] to uint8, clipping if necessary. """""" np = util.get_module( ""numpy"", required=""wandb.Image requires numpy if not supplying PIL Images: pip install numpy"") # I think it's better to check the image range vs the data type, since many # image libraries will return floats between 0 and 255 # some images have range -1...1 or 0-1 dmin = np.min(data) if dmin < 0: data = (data - np.min(data)) / np.ptp(data) if np.max(data) <= 1.0: data = (data * 255).astype(np.int32) #assert issubclass(data.dtype.type, np.integer), 'Illegal image format.' return data.clip(0, 255).astype(np.uint8)",2
2033,Python,converting uint8 array to image,https://github.com/radjkarl/imgProcessor/blob/7c5a28718f81c01a430152c60a686ac50afbfd7c/imgProcessor/imgIO.py#L39-L73,"def imread(img, color=None, dtype=None): ''' dtype = 'noUint', uint8, float, 'float', ... ''' COLOR2CV = {'gray': cv2.IMREAD_GRAYSCALE, 'all': cv2.IMREAD_COLOR, None: cv2.IMREAD_ANYCOLOR } c = COLOR2CV[color] if callable(img): img = img() elif isinstance(img, string_types): # from_file = True # try: # ftype = img[img.find('.'):] # img = READERS[ftype](img)[0] # except KeyError: # open with openCV # grey - 8 bit if dtype in (None, ""noUint"") or np.dtype(dtype) != np.uint8: c |= cv2.IMREAD_ANYDEPTH img2 = cv2.imread(img, c) if img2 is None: raise IOError(""image '%s' is not existing"" % img) img = img2 elif color == 'gray' and img.ndim == 3: # multi channel img like rgb # cv2.cvtColor(img, cv2.COLOR_BGR2GRAY) #cannot handle float64 img = toGray(img) # transform array to uint8 array due to openCV restriction if dtype is not None: if isinstance(img, np.ndarray): img = _changeArrayDType(img, dtype, cutHigh=False) return img",2
137,Python,converting uint8 array to image,https://github.com/pyviz/holoviews/blob/ae0dd2f3de448b0ca5e9065aabd6ef8d84c7e655/holoviews/operation/datashader.py#L932-L936,"def uint32_to_uint8(cls, img): """""" Cast uint32 RGB image to 4 uint8 channels. """""" return np.flipud(img.view(dtype=np.uint8).reshape(img.shape + (4,)))",1
207,Python,converting uint8 array to image,https://github.com/sony/nnabla/blob/aaf3d33b7cbb38f2a03aa754178ba8f7c8481320/python/src/nnabla/utils/image_utils/common.py#L62-L66,"def upscale_float_image(img, as_uint16): if as_uint16: return np.asarray((img * 65535), np.uint16) return np.asarray((img * 255), np.uint8)",1
275,Python,converting uint8 array to image,https://github.com/quintusdias/glymur/blob/8b8fb091130fff00f1028dc82219e69e3f9baf6d/glymur/jp2k.py#L660-L667,"def _validate_image_datatype(self, img_array): """""" Only uint8 and uint16 images are currently supported. """""" if img_array.dtype != np.uint8 and img_array.dtype != np.uint16: msg = (""Only uint8 and uint16 datatypes are currently supported "" ""when writing."") raise RuntimeError(msg)",1
956,Python,convert string to number,https://github.com/shidenggui/easytrader/blob/e5ae4daeda4ea125763a95b280dd694c7f68257d/easytrader/helpers.py#L137-L139,"def str2num(num_str, convert_type=""float""): num = float(grep_comma(num_str)) return num if convert_type == ""float"" else int(num)",3
1100,Python,convert string to number,https://github.com/nickmckay/LiPD-utilities/blob/5dab6bbeffc5effd68e3a6beaca6b76aa928e860/Python/lipd/noaa_lpd.py#L546-L556,"def __convert_num(number): """""" All path items are automatically strings. If you think it's an int or float, this attempts to convert it. :param str number: :return float or str: """""" try: return float(number) except ValueError as e: logger_noaa_lpd.warn(""convert_num: ValueError: {}"".format(e)) return number",3
1444,Python,convert string to number,https://github.com/gunthercox/ChatterBot/blob/1a03dcb45cba7bdc24d3db5e750582e0cb1518e2/chatterbot/parsing.py#L506-L517,"def convert_string_to_number(value): """""" Convert strings to numbers """""" if value is None: return 1 if isinstance(value, int): return value if value.isdigit(): return int(value) num_list = map(lambda s: NUMBERS[s], re.findall(numbers + '+', value.lower())) return sum(num_list)",3
1087,Python,convert string to number,https://github.com/pasztorpisti/json-cfg/blob/4627b14a92521ef8a39bbedaa7af8d380d406d07/src/jsoncfg/tree_python.py#L61-L69,"def default_number_converter(number_str): """""" Converts the string representation of a json number into its python object equivalent, an int, long, float or whatever type suits. """""" is_int = (number_str.startswith('-') and number_str[1:].isdigit()) or number_str.isdigit() # FIXME: this handles a wider range of numbers than allowed by the json standard, # etc.: float('nan') and float('inf'). But is this a problem? return int(number_str) if is_int else float(number_str)",2
1461,Python,convert string to number,https://github.com/bcbio/bcbio-nextgen/blob/6a9348c0054ccd5baffd22f1bb7d0422f6978b20/bcbio/pipeline/disambiguate/run.py#L35-L39,"def nat_cmp(a, b): convert = lambda text: int(text) if text.isdigit() else text # lambda function to convert text to int if number present alphanum_key = lambda key: [ convert(c) for c in re.split('([0-9]+)', key) ] # split string to piecewise strings and string numbers #return cmp(alphanum_key(a), alphanum_key(b)) # use internal cmp to compare piecewise strings and numbers return (alphanum_key(a) > alphanum_key(b))-(alphanum_key(a) < alphanum_key(b))",2
